CustomerID,Name,Email,Phone,City,Age,Gender,Income,Membership,State,Country
514,Frank,frank@gmail.com,,New York,30.0,Male,45000,Gold,Mississippi,Egypt
4544,Bob,bob@gmail.com,,Los Angeles,45.0,Female,75000,,Alaska,Sweden
325,David,david@gmail.com,123-456-7890,new york,,Female,Unknown,Basic,Kansas,Niger
3992,David,david@gmail.com,555-555-5555,new york,25.0,Female,Unknown,Platinum,Kansas,Timor-Leste
3150,Frank,frank@gmail.com,123-456-7890,,25.0,Other,45000,Basic,Iowa,Puerto Rico
5148,Charlie,charlie@gmail.com,123-456-7890,Los Angeles,35.0,,30000,Silver,Rhode Island,Pitcairn Islands
5633,Eva,eva@gmail.com,123-456-7890,Phoenix,25.0,Female,60000,Silver,Alaska,Trinidad and Tobago
7845,Grace,grace@gmail.com,987-654-3210,Houston,45.0,Male,45000,Gold,Rhode Island,Czech Republic
8680,Alice,alice@gmail.com,987-654-3210,Phoenix,,Male,45000,,Michigan,Greenland
3908,Frank,frank@gmail.com,555-555-5555,Phoenix,35.0,Male,60000,Basic,Texas,Switzerland
3071,Grace,grace@gmail.com,987-654-3210,Los Angeles,40.0,,30000,Gold,Missouri,Cote d'Ivoire
7027,Charlie,charlie@gmail.com,,New York,40.0,Male,45000,Silver,Minnesota,French Guiana
7215,Frank,frank@gmail.com,555-555-5555,new york,45.0,Male,60000,,Massachusetts,British Indian Ocean Territory (Chagos Archipelago)
3993,Eva,eva@gmail.com,123-456-7890,Houston,35.0,Other,60000,Basic,Wyoming,Australia
9383,Eva,eva@gmail.com,987-654-3210,Phoenix,30.0,Male,75000,Gold,North Carolina,Malawi
2814,Eva,eva@gmail.com,987-654-3210,Chicago,45.0,Female,30000,Basic,Louisiana,Iran
8518,Alice,alice@gmail.com,555-555-5555,Phoenix,35.0,Female,30000,,Vermont,Namibia
5746,Frank,frank@gmail.com,555-555-5555,Houston,40.0,Female,45000,Basic,Colorado,Bolivia
2079,Eva,eva@gmail.com,987-654-3210,Phoenix,,Female,30000,Basic,Arizona,Monaco
8522,Charlie,charlie@gmail.com,123-456-7890,Los Angeles,,Female,45000,Gold,New Hampshire,Guinea
8746,Bob,bob@gmail.com,123-456-7890,Chicago,35.0,Female,30000,Platinum,Ohio,Haiti
8713,Frank,frank@gmail.com,,Chicago,35.0,Male,60000,,Vermont,Zimbabwe
1922,Charlie,charlie@gmail.com,123-456-7890,Houston,45.0,Female,75000,Basic,Rhode Island,Kazakhstan
9100,Charlie,charlie@gmail.com,,New York,,Female,45000,Silver,Wyoming,Christmas Island
3843,Grace,grace@gmail.com,987-654-3210,Chicago,35.0,Male,30000,Platinum,Florida,Chile
778,Charlie,charlie@gmail.com,987-654-3210,Houston,40.0,Male,60000,Basic,North Carolina,Mongolia
8971,Bob,bob@gmail.com,987-654-3210,Los Angeles,40.0,Male,75000,Gold,California,Zambia
3450,Frank,frank@gmail.com,,Houston,30.0,Female,45000,Silver,Louisiana,New Zealand
3900,Grace,grace@gmail.com,123-456-7890,Los Angeles,,Male,45000,Gold,New Mexico,Palestinian Territory
9669,Eva,eva@gmail.com,,Houston,25.0,Female,60000,Silver,New Hampshire,Gambia
3573,Charlie,charlie@gmail.com,123-456-7890,Chicago,40.0,Male,30000,Gold,South Dakota,Bermuda
2451,Bob,bob@gmail.com,123-456-7890,Phoenix,40.0,Male,75000,Gold,Montana,Georgia
3016,Grace,grace@gmail.com,555-555-5555,New York,25.0,Male,75000,Gold,Tennessee,Zambia
3652,Bob,bob@gmail.com,555-555-5555,Los Angeles,35.0,Female,75000,Gold,North Dakota,Cyprus
2138,Grace,grace@gmail.com,987-654-3210,New York,,Male,45000,Gold,Kentucky,Mexico
3543,Eva,eva@gmail.com,,new york,45.0,Male,Unknown,Gold,Connecticut,Faroe Islands
6606,Alice,alice@gmail.com,,New York,25.0,Other,,Platinum,Kentucky,Venezuela
4157,Grace,grace@gmail.com,987-654-3210,Chicago,30.0,Female,45000,Platinum,Oklahoma,Guernsey
6313,Grace,grace@gmail.com,123-456-7890,Houston,35.0,Female,45000,Platinum,Nevada,Vanuatu
5679,Frank,frank@gmail.com,123-456-7890,new york,,Female,75000,Silver,Massachusetts,Svalbard & Jan Mayen Islands
3953,Eva,eva@gmail.com,987-654-3210,Los Angeles,30.0,Female,75000,Gold,Vermont,Djibouti
72,Grace,grace@gmail.com,,Houston,25.0,Female,60000,,Idaho,Tanzania
3269,Frank,frank@gmail.com,555-555-5555,new york,45.0,,,Silver,New York,Northern Mariana Islands
689,Alice,alice@gmail.com,987-654-3210,New York,30.0,Male,30000,Platinum,New York,Switzerland
8851,Charlie,charlie@gmail.com,,New York,,Male,60000,Basic,Pennsylvania,Denmark
8117,Frank,frank@gmail.com,,,30.0,Male,30000,Basic,Rhode Island,Martinique
2001,Eva,eva@gmail.com,123-456-7890,Chicago,40.0,Other,30000,Silver,Alaska,Slovakia (Slovak Republic)
9999,Charlie,charlie@gmail.com,987-654-3210,new york,35.0,Female,30000,Platinum,Florida,French Guiana
2392,David,david@gmail.com,555-555-5555,Phoenix,35.0,Male,60000,Silver,Alaska,Netherlands
3580,Alice,alice@gmail.com,987-654-3210,Chicago,25.0,Female,60000,Basic,Kansas,Uruguay
2363,David,david@gmail.com,123-456-7890,Los Angeles,25.0,Female,30000,Basic,North Carolina,American Samoa
8167,Alice,alice@gmail.com,123-456-7890,Houston,35.0,Other,75000,Basic,Pennsylvania,Dominican Republic
7323,Eva,eva@gmail.com,987-654-3210,new york,40.0,Female,60000,Gold,New Mexico,Chad
6283,Alice,alice@gmail.com,987-654-3210,new york,30.0,Female,45000,Basic,South Carolina,Myanmar
566,Charlie,charlie@gmail.com,987-654-3210,New York,35.0,Male,30000,,Hawaii,Guernsey
6021,Eva,eva@gmail.com,123-456-7890,new york,25.0,Female,30000,Silver,Nebraska,Mayotte
2057,Charlie,charlie@gmail.com,987-654-3210,new york,25.0,Female,75000,Silver,Minnesota,Honduras
6154,Bob,bob@gmail.com,,,35.0,Female,75000,Silver,West Virginia,Montenegro
3336,Eva,eva@gmail.com,987-654-3210,Houston,35.0,Female,75000,,Michigan,Western Sahara
51,Eva,eva@gmail.com,123-456-7890,New York,30.0,Male,30000,Silver,Washington,Latvia
5727,Eva,eva@gmail.com,555-555-5555,,25.0,Male,,Gold,Delaware,Uruguay
7975,Grace,grace@gmail.com,123-456-7890,,,Male,60000,Platinum,Missouri,Bolivia
4851,Frank,frank@gmail.com,,Houston,,Female,75000,Basic,California,Costa Rica
4546,Frank,frank@gmail.com,123-456-7890,Los Angeles,35.0,Female,30000,Basic,Nevada,Saint Pierre and Miquelon
2936,Bob,bob@gmail.com,987-654-3210,Los Angeles,,Other,60000,Silver,Mississippi,New Zealand
5325,Grace,grace@gmail.com,,Houston,30.0,Female,60000,Gold,Montana,Tonga
8781,Eva,eva@gmail.com,987-654-3210,Los Angeles,30.0,Male,75000,Basic,Washington,Saint Pierre and Miquelon
9654,Grace,grace@gmail.com,987-654-3210,Phoenix,35.0,Male,75000,Silver,Rhode Island,Cambodia
959,Bob,bob@gmail.com,987-654-3210,new york,40.0,Female,45000,Gold,Alabama,Saint Lucia
9626,Eva,eva@gmail.com,123-456-7890,,45.0,Female,45000,,North Dakota,Greenland
7013,Grace,grace@gmail.com,,New York,,Female,1000000,Gold,Nevada,Zambia
6304,Grace,grace@gmail.com,,,35.0,Female,45000,Silver,Nevada,Cameroon
2577,Grace,grace@gmail.com,987-654-3210,,,Male,30000,Basic,New York,Netherlands
6689,Frank,frank@gmail.com,,new york,40.0,Male,45000,Silver,Nevada,Montenegro
2426,Frank,frank@gmail.com,987-654-3210,,45.0,Male,45000,Silver,Kentucky,Madagascar
2450,Eva,eva@gmail.com,123-456-7890,,,Male,30000,Silver,Virginia,United Arab Emirates
7240,Frank,frank@gmail.com,,Houston,35.0,Female,75000,Platinum,Florida,Somalia
3795,Charlie,charlie@gmail.com,987-654-3210,,35.0,Female,75000,Platinum,Rhode Island,Svalbard & Jan Mayen Islands
2211,Grace,grace@gmail.com,123-456-7890,Chicago,30.0,,45000,Platinum,Hawaii,United States Virgin Islands
7065,Bob,bob@gmail.com,,New York,30.0,Female,1000000,Basic,West Virginia,French Southern Territories
8403,Bob,bob@gmail.com,987-654-3210,new york,45.0,Female,75000,Silver,Arkansas,Australia
7524,Bob,bob@gmail.com,123-456-7890,new york,35.0,Female,75000,Basic,Arizona,Niger
1136,Eva,eva@gmail.com,123-456-7890,Los Angeles,40.0,Female,60000,Platinum,Arizona,Japan
9495,Frank,frank@gmail.com,555-555-5555,,,Male,60000,Gold,Kansas,Greece
4707,Eva,eva@gmail.com,987-654-3210,Los Angeles,45.0,,30000,Basic,Delaware,Aruba
4953,Frank,frank@gmail.com,,new york,45.0,Female,75000,Silver,Michigan,Paraguay
318,Bob,bob@gmail.com,,Phoenix,30.0,Other,,Basic,Rhode Island,Cocos (Keeling) Islands
8002,Alice,alice@gmail.com,555-555-5555,Los Angeles,40.0,,30000,,Illinois,Angola
4965,Eva,eva@gmail.com,123-456-7890,,45.0,Female,75000,Silver,Colorado,Mayotte
6869,Alice,alice@gmail.com,,Los Angeles,45.0,Male,60000,Silver,New York,Turks and Caicos Islands
1800,Eva,eva@gmail.com,987-654-3210,new york,40.0,Female,45000,Silver,Massachusetts,Mongolia
1858,Alice,alice@gmail.com,123-456-7890,Los Angeles,,Female,,Silver,North Carolina,Serbia
5597,Charlie,charlie@gmail.com,987-654-3210,,,Female,30000,,Texas,Saint Kitts and Nevis
7863,Eva,eva@gmail.com,987-654-3210,Phoenix,35.0,Male,45000,Basic,Virginia,Lesotho
8505,Grace,grace@gmail.com,555-555-5555,Los Angeles,,Female,Unknown,Basic,Wisconsin,Mexico
3945,Grace,grace@gmail.com,987-654-3210,New York,35.0,Other,60000,Silver,Wyoming,Equatorial Guinea
6770,David,david@gmail.com,123-456-7890,New York,35.0,,60000,Basic,Louisiana,Netherlands
7336,Alice,alice@gmail.com,987-654-3210,,35.0,Male,75000,Gold,New Mexico,Armenia
8678,Frank,frank@gmail.com,,Los Angeles,,Female,30000,Silver,Kentucky,Saudi Arabia
2644,Eva,eva@gmail.com,987-654-3210,new york,45.0,Male,45000,Gold,Tennessee,Angola
7345,Charlie,charlie@gmail.com,123-456-7890,Chicago,35.0,Female,1000000,Gold,Colorado,Dominican Republic
3314,Grace,grace@gmail.com,,Los Angeles,25.0,Male,45000,Basic,Utah,Dominica
6085,Alice,alice@gmail.com,,Los Angeles,30.0,,60000,Gold,South Dakota,Croatia
4037,David,david@gmail.com,987-654-3210,new york,40.0,Female,45000,Silver,Texas,Belize
968,Alice,alice@gmail.com,987-654-3210,Chicago,30.0,Male,Unknown,Basic,New York,Norfolk Island
4261,Grace,grace@gmail.com,123-456-7890,Los Angeles,,Male,1000000,Basic,Rhode Island,Palestinian Territory
1999,Alice,alice@gmail.com,,new york,45.0,Male,30000,Silver,Iowa,Mozambique
3915,Eva,eva@gmail.com,123-456-7890,New York,45.0,Female,75000,Silver,South Carolina,Qatar
5847,Bob,bob@gmail.com,,Houston,25.0,Female,Unknown,Silver,Georgia,Niue
4846,David,david@gmail.com,987-654-3210,New York,40.0,Female,Unknown,Gold,Tennessee,Solomon Islands
1150,Frank,frank@gmail.com,987-654-3210,Phoenix,,Female,60000,Basic,Oklahoma,Suriname
4272,Charlie,charlie@gmail.com,987-654-3210,new york,35.0,Female,45000,Gold,Kansas,French Guiana
766,Frank,frank@gmail.com,,Houston,25.0,,45000,Platinum,Rhode Island,United Arab Emirates
2186,David,david@gmail.com,123-456-7890,new york,35.0,Female,75000,Basic,Arizona,Moldova
1839,Frank,frank@gmail.com,555-555-5555,new york,40.0,Male,1000000,Silver,Hawaii,Timor-Leste
2768,Grace,grace@gmail.com,555-555-5555,new york,,Female,60000,Basic,Pennsylvania,Korea
8677,Frank,frank@gmail.com,,Chicago,30.0,Male,30000,Silver,New York,Comoros
7382,Charlie,charlie@gmail.com,987-654-3210,Chicago,25.0,,30000,Gold,Missouri,Timor-Leste
7388,Frank,frank@gmail.com,,Houston,45.0,Male,,Basic,Delaware,Moldova
1874,Alice,alice@gmail.com,,,25.0,Male,60000,Basic,Minnesota,Bahamas
9876,Grace,grace@gmail.com,123-456-7890,Los Angeles,25.0,Male,75000,Gold,Colorado,Sierra Leone
9788,Alice,alice@gmail.com,,New York,40.0,Female,75000,Gold,Massachusetts,Djibouti
2395,Bob,bob@gmail.com,555-555-5555,New York,30.0,Male,Unknown,Silver,North Carolina,Sweden
2125,David,david@gmail.com,123-456-7890,New York,35.0,,45000,Silver,South Carolina,Peru
7566,David,david@gmail.com,,New York,45.0,Male,60000,Basic,California,Finland
9909,Charlie,charlie@gmail.com,123-456-7890,,,Male,,Silver,Pennsylvania,Central African Republic
4495,Charlie,charlie@gmail.com,123-456-7890,new york,40.0,Male,60000,Silver,Colorado,Guernsey
4491,Bob,bob@gmail.com,,Houston,45.0,Male,30000,Gold,Missouri,Cocos (Keeling) Islands
6344,David,david@gmail.com,555-555-5555,Chicago,45.0,Male,30000,Gold,Kansas,Malaysia
6223,Frank,frank@gmail.com,555-555-5555,Houston,25.0,Male,45000,Gold,Washington,Tonga
1912,Alice,alice@gmail.com,987-654-3210,,25.0,Male,1000000,Gold,New York,Germany
9097,Eva,eva@gmail.com,555-555-5555,Los Angeles,,Male,45000,Silver,New Mexico,Ecuador
1178,Charlie,charlie@gmail.com,123-456-7890,,35.0,Male,Unknown,Silver,Louisiana,Montenegro
3380,David,david@gmail.com,,,45.0,Female,30000,Silver,Maryland,Ireland
8134,Grace,grace@gmail.com,987-654-3210,new york,25.0,Male,30000,Platinum,New Mexico,Congo
884,Eva,eva@gmail.com,123-456-7890,Los Angeles,,Male,Unknown,Gold,Florida,Sweden
6646,Charlie,charlie@gmail.com,,Chicago,35.0,Male,Unknown,Silver,Tennessee,Gabon
2925,Bob,bob@gmail.com,987-654-3210,New York,35.0,Female,30000,Basic,Vermont,Azerbaijan
9537,Eva,eva@gmail.com,,Houston,45.0,Male,45000,Gold,North Dakota,Bahamas
172,Bob,bob@gmail.com,,,25.0,Female,60000,Gold,Alabama,Saint Martin
4375,Bob,bob@gmail.com,123-456-7890,new york,30.0,,30000,Gold,Texas,Bermuda
6350,Eva,eva@gmail.com,987-654-3210,new york,,Male,,Basic,Arkansas,Slovakia (Slovak Republic)
9257,Alice,alice@gmail.com,,new york,45.0,Male,45000,Silver,South Carolina,Seychelles
9766,Charlie,charlie@gmail.com,123-456-7890,,,Male,60000,Silver,Utah,Bulgaria
3501,David,david@gmail.com,987-654-3210,New York,25.0,Male,30000,Platinum,Hawaii,Timor-Leste
1293,Grace,grace@gmail.com,123-456-7890,,45.0,Male,30000,,Maryland,French Polynesia
7322,Frank,frank@gmail.com,123-456-7890,Houston,25.0,Female,60000,Silver,Mississippi,Reunion
7645,Bob,bob@gmail.com,,Los Angeles,40.0,Other,30000,Gold,Pennsylvania,Heard Island and McDonald Islands
9166,Grace,grace@gmail.com,555-555-5555,Phoenix,25.0,Male,75000,Basic,Hawaii,Equatorial Guinea
5590,Bob,bob@gmail.com,123-456-7890,New York,25.0,Male,75000,Basic,Utah,Cook Islands
2212,Frank,frank@gmail.com,555-555-5555,New York,35.0,Female,30000,Basic,Kansas,Norway
2310,Alice,alice@gmail.com,987-654-3210,Phoenix,35.0,Male,75000,Gold,Nebraska,New Caledonia
1880,Frank,frank@gmail.com,555-555-5555,New York,40.0,Male,Unknown,Basic,Maine,Indonesia
84,Frank,frank@gmail.com,,Phoenix,40.0,Female,60000,Platinum,Alaska,El Salvador
9461,Bob,bob@gmail.com,,Chicago,35.0,Male,1000000,Silver,California,Faroe Islands
9644,Grace,grace@gmail.com,,Los Angeles,45.0,Female,30000,Platinum,Colorado,British Virgin Islands
2055,Eva,eva@gmail.com,987-654-3210,Phoenix,25.0,Male,45000,Platinum,Maine,Tajikistan
29,Frank,frank@gmail.com,987-654-3210,Chicago,35.0,Female,45000,Platinum,Connecticut,Seychelles
5522,Frank,frank@gmail.com,987-654-3210,,45.0,Female,1000000,Silver,Alaska,British Indian Ocean Territory (Chagos Archipelago)
270,Bob,bob@gmail.com,987-654-3210,Phoenix,,Male,45000,Platinum,South Carolina,Lao People's Democratic Republic
6401,Eva,eva@gmail.com,123-456-7890,new york,35.0,Male,45000,Gold,Massachusetts,China
4535,Alice,alice@gmail.com,987-654-3210,,45.0,Male,Unknown,Basic,Georgia,Sudan
813,Frank,frank@gmail.com,123-456-7890,,25.0,Female,,Silver,Colorado,Nicaragua
8023,Grace,grace@gmail.com,987-654-3210,new york,40.0,Female,,,Ohio,South Africa
2559,Charlie,charlie@gmail.com,987-654-3210,Phoenix,30.0,Male,60000,Platinum,Massachusetts,United Kingdom
2897,Alice,alice@gmail.com,123-456-7890,Phoenix,45.0,Female,75000,Basic,Illinois,Honduras
6456,Alice,alice@gmail.com,123-456-7890,Chicago,45.0,Female,45000,Basic,Arkansas,Djibouti
464,Bob,bob@gmail.com,123-456-7890,New York,35.0,,75000,Basic,Louisiana,Puerto Rico
4202,David,david@gmail.com,987-654-3210,Houston,,Male,45000,Silver,Alabama,Saint Helena
9855,Frank,frank@gmail.com,987-654-3210,Houston,35.0,Female,75000,,Hawaii,Netherlands
6424,Alice,alice@gmail.com,123-456-7890,Los Angeles,45.0,Male,45000,Silver,New Jersey,Lao People's Democratic Republic
6384,Eva,eva@gmail.com,123-456-7890,,30.0,Female,Unknown,Silver,Vermont,Saint Martin
4573,Charlie,charlie@gmail.com,,Chicago,40.0,Male,30000,Basic,South Dakota,Saint Lucia
6571,Grace,grace@gmail.com,987-654-3210,,35.0,Male,60000,Platinum,Minnesota,Cocos (Keeling) Islands
9987,Bob,bob@gmail.com,123-456-7890,new york,30.0,Female,60000,,New York,Iran
4700,Frank,frank@gmail.com,,Houston,30.0,Female,45000,Silver,Florida,Bahamas
9055,Grace,grace@gmail.com,555-555-5555,Phoenix,35.0,Male,30000,Gold,Delaware,Antigua and Barbuda
2014,David,david@gmail.com,,new york,30.0,Female,30000,,Maryland,Greece
3004,Bob,bob@gmail.com,,Phoenix,45.0,Male,1000000,Silver,Connecticut,Luxembourg
7383,Frank,frank@gmail.com,987-654-3210,new york,40.0,Male,,Silver,Alabama,Argentina
7962,Bob,bob@gmail.com,,Chicago,,Male,30000,Silver,Minnesota,Belgium
7955,Eva,eva@gmail.com,,new york,40.0,Male,45000,Basic,California,Taiwan
8061,Frank,frank@gmail.com,987-654-3210,new york,30.0,Female,60000,Silver,Nevada,Nauru
9704,Grace,grace@gmail.com,123-456-7890,Los Angeles,30.0,Male,60000,Gold,Oklahoma,Korea
381,Charlie,charlie@gmail.com,987-654-3210,Phoenix,40.0,Male,45000,,Nebraska,Angola
6180,Bob,bob@gmail.com,555-555-5555,new york,,Other,,Gold,Wisconsin,Latvia
3282,Eva,eva@gmail.com,987-654-3210,Houston,35.0,Male,,Basic,California,South Georgia and the South Sandwich Islands
7206,Frank,frank@gmail.com,,Phoenix,45.0,Female,30000,Silver,Missouri,Qatar
2047,David,david@gmail.com,555-555-5555,Houston,25.0,Female,75000,Silver,Washington,Greenland
1053,Alice,alice@gmail.com,987-654-3210,New York,40.0,Male,30000,Basic,Arkansas,Dominican Republic
8343,Charlie,charlie@gmail.com,123-456-7890,new york,30.0,Male,60000,Silver,Nebraska,Heard Island and McDonald Islands
4174,Charlie,charlie@gmail.com,,Chicago,30.0,Female,Unknown,Silver,South Dakota,British Indian Ocean Territory (Chagos Archipelago)
6677,Grace,grace@gmail.com,,Houston,30.0,Female,75000,Basic,Florida,Czech Republic
7020,David,david@gmail.com,987-654-3210,Los Angeles,30.0,Female,60000,Silver,Kentucky,Christmas Island
6233,Bob,bob@gmail.com,987-654-3210,New York,25.0,Female,1000000,Basic,New York,Bahrain
7084,Charlie,charlie@gmail.com,987-654-3210,Los Angeles,35.0,Other,75000,Gold,Virginia,Iceland
131,Charlie,charlie@gmail.com,123-456-7890,Houston,40.0,Male,45000,Gold,Kentucky,Brunei Darussalam
6301,David,david@gmail.com,987-654-3210,new york,40.0,Female,45000,Gold,Pennsylvania,Cook Islands
7092,Grace,grace@gmail.com,123-456-7890,new york,45.0,Male,75000,Basic,New Jersey,Greece
1673,Bob,bob@gmail.com,,Phoenix,25.0,Male,30000,Basic,West Virginia,Djibouti
3884,Bob,bob@gmail.com,123-456-7890,new york,45.0,Male,30000,Basic,Oklahoma,Antarctica (the territory South of 60 deg S)
2284,Frank,frank@gmail.com,123-456-7890,Phoenix,45.0,Male,Unknown,Basic,Connecticut,Bosnia and Herzegovina
1528,Charlie,charlie@gmail.com,555-555-5555,Chicago,25.0,Female,30000,Basic,West Virginia,Estonia
6768,Alice,alice@gmail.com,,Phoenix,25.0,Male,75000,Basic,Maryland,Niger
4994,David,david@gmail.com,555-555-5555,Houston,45.0,Male,45000,Gold,North Dakota,Tokelau
3593,Eva,eva@gmail.com,987-654-3210,Los Angeles,40.0,Male,Unknown,Gold,Kentucky,Germany
4191,David,david@gmail.com,123-456-7890,Los Angeles,25.0,Male,Unknown,Basic,West Virginia,Ukraine
7111,Alice,alice@gmail.com,987-654-3210,Chicago,40.0,Female,1000000,Basic,Nebraska,Niue
6062,Charlie,charlie@gmail.com,,new york,30.0,Female,30000,Basic,Kentucky,Czech Republic
8989,Charlie,charlie@gmail.com,987-654-3210,,45.0,Female,60000,Silver,Rhode Island,Dominican Republic
9402,Alice,alice@gmail.com,,New York,35.0,Female,60000,Basic,Michigan,Montserrat
624,David,david@gmail.com,123-456-7890,New York,35.0,Female,,Basic,Arizona,Oman
5936,Grace,grace@gmail.com,,,25.0,Male,45000,Gold,Maryland,Pitcairn Islands
7339,Charlie,charlie@gmail.com,987-654-3210,new york,35.0,Female,30000,Platinum,Maine,Macedonia
3695,Frank,frank@gmail.com,,Phoenix,,Male,45000,Silver,Kentucky,Albania
3312,Alice,alice@gmail.com,123-456-7890,New York,25.0,,60000,Basic,Missouri,Barbados
1508,Bob,bob@gmail.com,,Phoenix,25.0,,75000,Gold,Utah,Eritrea
4478,Frank,frank@gmail.com,123-456-7890,Chicago,30.0,Other,75000,Silver,Florida,Saint Kitts and Nevis
10000,Bob,bob@gmail.com,555-555-5555,Los Angeles,,Male,30000,,Missouri,South Africa
3017,Charlie,charlie@gmail.com,123-456-7890,Houston,35.0,Male,75000,Silver,Michigan,Canada
9183,Charlie,charlie@gmail.com,123-456-7890,Los Angeles,45.0,Female,75000,Platinum,Kansas,Bermuda
9501,Grace,grace@gmail.com,,Houston,45.0,Female,60000,Basic,Idaho,Palau
800,Alice,alice@gmail.com,987-654-3210,new york,,Female,60000,Gold,Connecticut,Korea
1717,Alice,alice@gmail.com,987-654-3210,Los Angeles,35.0,Male,75000,Basic,North Dakota,Canada
8281,Bob,bob@gmail.com,555-555-5555,Phoenix,35.0,Female,45000,Silver,Oregon,Uruguay
8714,Alice,alice@gmail.com,123-456-7890,,25.0,Female,,,New Jersey,Saint Lucia
7923,Alice,alice@gmail.com,987-654-3210,Houston,,Male,30000,Gold,Arizona,Libyan Arab Jamahiriya
789,Charlie,charlie@gmail.com,987-654-3210,Los Angeles,40.0,Female,,,Hawaii,El Salvador
3627,Charlie,charlie@gmail.com,123-456-7890,Los Angeles,,Male,75000,Silver,Maine,Hong Kong
329,David,david@gmail.com,123-456-7890,new york,45.0,Female,75000,Gold,Florida,Chad
977,Bob,bob@gmail.com,987-654-3210,New York,30.0,Female,30000,Silver,South Dakota,Barbados
92,Bob,bob@gmail.com,987-654-3210,new york,25.0,Female,,Silver,Connecticut,Lao People's Democratic Republic
6745,David,david@gmail.com,,Los Angeles,30.0,Male,45000,Gold,Georgia,Monaco
3571,Eva,eva@gmail.com,123-456-7890,,45.0,Female,75000,Basic,New Mexico,Niue
4276,Bob,bob@gmail.com,987-654-3210,Phoenix,25.0,Female,Unknown,Basic,Alaska,Dominica
4100,Bob,bob@gmail.com,123-456-7890,Chicago,35.0,Female,45000,Basic,Georgia,Botswana
1288,Alice,alice@gmail.com,123-456-7890,Houston,25.0,Female,,Silver,Ohio,Spain
9497,David,david@gmail.com,555-555-5555,Los Angeles,25.0,Male,75000,Silver,Idaho,Colombia
8338,Frank,frank@gmail.com,555-555-5555,New York,40.0,Female,75000,Gold,Oklahoma,South Africa
6515,Frank,frank@gmail.com,987-654-3210,New York,30.0,Male,,Basic,Maryland,Norfolk Island
279,Charlie,charlie@gmail.com,123-456-7890,Los Angeles,30.0,Female,60000,Gold,Vermont,Sao Tome and Principe
1833,Eva,eva@gmail.com,123-456-7890,,35.0,Male,60000,Basic,New York,Lebanon
3231,Bob,bob@gmail.com,987-654-3210,Houston,45.0,Male,75000,Silver,Vermont,Dominican Republic
4072,Alice,alice@gmail.com,987-654-3210,new york,35.0,Female,60000,Gold,Massachusetts,Sao Tome and Principe
3548,Grace,grace@gmail.com,987-654-3210,,,Male,30000,Gold,Massachusetts,Micronesia
392,Charlie,charlie@gmail.com,,Phoenix,40.0,,30000,Basic,Vermont,Croatia
4677,Frank,frank@gmail.com,987-654-3210,,,Male,30000,Gold,Maine,Mozambique
9861,Grace,grace@gmail.com,123-456-7890,new york,35.0,Other,30000,Gold,North Carolina,Gabon
495,Bob,bob@gmail.com,,New York,,Female,75000,,Arizona,Bangladesh
3433,Charlie,charlie@gmail.com,555-555-5555,Houston,30.0,Female,30000,Gold,Kansas,Comoros
6269,David,david@gmail.com,,,,Male,45000,Gold,North Dakota,Tanzania
7328,Charlie,charlie@gmail.com,555-555-5555,New York,45.0,Male,60000,Platinum,Virginia,Singapore
9352,Grace,grace@gmail.com,,Los Angeles,40.0,Male,,Basic,California,Uruguay
4051,Alice,alice@gmail.com,555-555-5555,Los Angeles,35.0,Female,45000,Gold,New Mexico,Liechtenstein
8788,Eva,eva@gmail.com,,Chicago,30.0,Female,75000,Silver,Minnesota,Croatia
7312,Alice,alice@gmail.com,123-456-7890,Phoenix,30.0,Female,60000,Platinum,Alabama,Aruba
3455,Bob,bob@gmail.com,,,25.0,Female,30000,Silver,Wisconsin,Morocco
5220,David,david@gmail.com,555-555-5555,Los Angeles,40.0,Female,30000,Gold,Arkansas,Nauru
2640,Bob,bob@gmail.com,123-456-7890,,40.0,Male,60000,Basic,Washington,United Kingdom
2228,Charlie,charlie@gmail.com,,Los Angeles,45.0,Male,30000,Gold,Illinois,Uruguay
9399,David,david@gmail.com,123-456-7890,Chicago,,Female,60000,Basic,Utah,Botswana
3416,Eva,eva@gmail.com,987-654-3210,Los Angeles,30.0,Male,60000,Gold,Indiana,Congo
6023,Eva,eva@gmail.com,987-654-3210,Los Angeles,25.0,Female,75000,Basic,Virginia,Grenada
3845,Charlie,charlie@gmail.com,123-456-7890,Los Angeles,,Male,30000,Basic,Iowa,Saint Vincent and the Grenadines
3456,Eva,eva@gmail.com,,Los Angeles,45.0,Male,60000,Basic,Maryland,Slovenia
5082,Grace,grace@gmail.com,555-555-5555,,,Female,30000,Silver,Nevada,South Africa
6455,Alice,alice@gmail.com,987-654-3210,new york,30.0,Female,75000,Silver,Maine,Bhutan
7835,Grace,grace@gmail.com,123-456-7890,new york,40.0,Female,45000,Basic,Minnesota,Tunisia
8143,Eva,eva@gmail.com,555-555-5555,Phoenix,,Female,75000,Basic,Massachusetts,Kyrgyz Republic
6625,Grace,grace@gmail.com,,Chicago,45.0,Male,Unknown,Platinum,Ohio,Cyprus
6182,David,david@gmail.com,,New York,40.0,Male,60000,Silver,Colorado,Namibia
6934,Charlie,charlie@gmail.com,987-654-3210,,30.0,Female,30000,Gold,Ohio,Burkina Faso
3647,David,david@gmail.com,123-456-7890,Houston,25.0,Female,Unknown,Basic,Kentucky,British Virgin Islands
